person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,loan_intent_encoded,person_home_ownership_encoded,loan_grade_encoded,cb_person_default_on_file_encoded
32,104000,120.0,17000,1482.0,0,16,7,5,0,4,1
27,104525,110.0,6000,74.0,0,6,8,2,0,0,0
30,105000,80.0,26000,751.0,0,25,10,0,0,0,0
34,31000,50.0,14500,788.0,1,47,10,3,3,0,0
32,105000,170.0,5000,1465.0,0,5,9,3,0,2,0
33,105000,40.0,26375,991.0,0,25,9,2,0,1,0
29,105000,40.0,12000,662.0,0,11,7,5,0,0,0
35,32000,40.0,14500,617.0,1,45,9,3,3,0,0
27,35000,40.0,14500,1398.0,1,41,8,0,3,2,1
30,105000,60.0,10000,599.0,0,1,8,1,0,0,0
34,105000,140.0,12000,699.0,0,11,5,5,0,0,0
28,30000,10.0,14500,1114.0,1,48,8,3,3,1,0
30,40581,140.0,14500,1323.0,1,36,10,5,3,2,0
32,105000,50.0,12100,599.0,0,12,6,1,0,0,0
27,105000,70.0,11000,749.0,0,1,5,1,0,0,0
35,105000,180.0,3000,1037.0,0,3,7,4,0,1,0
32,79050,100.0,24000,1862.0,1,26,8,3,0,5,1
34,105000,20.0,5000,542.0,0,5,7,2,0,0,0
28,105000,80.0,12000,963.0,0,11,10,5,0,1,0
27,105000,30.0,25000,1223.0,0,24,5,1,0,2,0
29,105000,30.0,20000,691.0,0,19,8,5,0,0,0
31,30000,20.0,2950,1075.0,0,1,7,2,2,1,0
27,105000,90.0,24000,617.0,0,23,6,4,0,0,0
32,105000,110.0,20000,654.0,0,19,9,3,0,0,0
27,30000,60.0,1800,1484.0,0,6,5,1,2,3,1
33,79050,170.0,12750,1595.0,1,14,10,3,0,3,0
34,105000,20.0,10000,751.0,0,1,7,3,0,0,0
30,105000,0.0,6000,1472.0,0,6,10,5,0,2,1
28,105000,10.0,25000,1112.0,0,24,9,3,0,1,0
29,105000,130.0,12000,788.0,0,11,7,2,0,0,0
31,30000,60.0,2500,1136.0,0,8,9,5,2,1,0
29,105000,130.0,17000,1025.0,0,16,10,0,0,1,0
27,76000,20.0,14500,1273.0,0,19,10,3,3,2,0
30,105000,140.0,15400,1136.0,0,15,10,2,2,1,0
30,105000,120.0,12000,788.0,0,11,6,1,0,0,0
30,105000,140.0,13000,1025.0,0,12,9,2,0,1,0
30,105000,50.0,20000,1183.0,0,19,5,1,0,1,0
33,90000,80.0,14500,1465.0,0,16,9,0,3,2,0
33,105000,120.0,7000,774.0,0,7,10,2,0,0,0
30,30000,40.0,8000,157.0,0,27,10,4,2,3,1
27,105000,50.0,20000,1148.0,0,19,6,1,0,1,0
31,30000,20.0,10000,788.0,0,33,5,5,2,0,0
29,105000,130.0,5000,1253.0,0,5,9,4,0,2,0
28,105000,0.0,19000,1221.0,0,18,6,5,0,1,0
29,105000,110.0,15000,1442.0,0,14,5,2,0,3,1
33,105000,60.0,5150,1241.0,0,5,9,4,0,2,1
27,105600,0.0,10000,729.0,0,9,6,0,0,0,0
31,93900,130.0,24000,1608.0,1,26,6,5,0,5,1
28,28800,10.0,15000,1465.0,1,52,8,1,3,2,1
27,106000,110.0,4000,1171.0,0,4,6,2,0,1,0
35,106000,80.0,15000,1596.0,0,14,8,0,0,2,0
33,106000,20.0,6000,849.0,0,6,8,1,0,0,0
34,106000,60.0,7200,729.0,0,7,8,2,0,0,0
32,106000,120.0,12000,579.0,0,11,8,2,0,0,0
31,106000,150.0,2400,963.0,0,2,6,2,0,1,0
27,106000,50.0,24000,138.0,0,23,10,2,0,2,0
28,28896,60.0,15000,1348.0,1,52,8,4,3,2,1
31,106000,50.0,15000,788.0,0,14,7,0,0,0,0
31,30000,10.0,15000,100.0,1,5,6,2,3,1,0
34,106000,30.0,9000,788.0,0,8,6,3,0,0,0
31,106000,30.0,6000,1099.0,0,6,7,3,0,1,0
27,106000,30.0,16000,1496.0,0,15,9,4,2,3,1
28,31200,50.0,15000,1183.0,1,48,9,3,3,1,0
28,106358,50.0,13125,766.0,0,12,7,1,0,0,0
31,30000,0.0,5000,1253.0,0,17,6,2,2,2,1
35,106369,20.0,8325,699.0,0,8,10,3,0,0,0
29,106369,140.0,18000,617.0,0,17,9,0,0,0,0
30,32000,10.0,15000,1242.0,1,47,5,0,3,1,0
27,107000,110.0,35000,963.0,0,33,7,5,0,1,0
29,107000,30.0,25000,1099.0,0,23,5,4,0,1,0
27,32960,30.0,15000,691.0,1,46,5,4,3,0,0
27,107000,20.0,10800,963.0,0,1,5,1,0,0,0
30,107000,0.0,2500,1078.0,0,2,6,0,0,2,1
27,107000,40.0,11500,838.0,0,11,10,1,0,0,0
32,107004,60.0,4200,1171.0,0,4,8,5,0,1,0
30,107004,30.0,12000,1379.0,0,11,10,5,0,2,1
29,33600,70.0,2000,1171.0,0,6,9,5,3,1,0
28,107364,120.0,8000,676.0,0,7,9,2,0,0,0
32,107400,20.0,25000,1521.0,0,23,10,3,2,3,0
32,107800,30.0,5200,1465.0,0,5,8,1,2,2,1
29,34000,130.0,2000,1472.0,0,6,7,3,3,2,1
32,108000,50.0,12000,1149.0,0,11,10,5,0,1,0
28,108000,60.0,27400,1099.0,0,25,7,1,0,1,0
29,35000,20.0,2000,963.0,0,6,8,0,3,1,0
30,108000,140.0,5000,1099.0,0,5,5,2,0,1,0
33,108000,170.0,11500,999.0,0,11,7,2,0,1,0
27,96000,30.0,3000,1417.0,1,3,9,5,0,2,1
27,35040,110.0,2000,1099.0,0,6,10,3,3,1,0
28,108000,40.0,10000,1074.0,0,9,6,0,0,1,0
27,108000,30.0,13750,579.0,0,13,5,2,0,0,0
27,108000,60.0,10000,654.0,0,9,8,3,0,0,0
33,108000,170.0,7200,1435.0,0,7,6,4,0,2,1
29,108000,130.0,3500,676.0,0,3,5,0,0,0,0
27,36000,20.0,2000,1199.0,0,6,8,3,3,1,0
28,108000,40.0,5000,1287.0,0,5,9,2,0,2,1
35,37000,20.0,2000,1126.0,0,5,10,0,3,1,0
32,108000,110.0,20000,1253.0,0,19,10,5,0,2,1
29,108000,90.0,11400,932.0,0,11,5,2,0,0,0
29,38000,30.0,2000,1287.0,0,5,9,3,3,2,1
33,96000,110.0,15000,1462.0,1,16,10,0,0,3,1
29,108000,0.0,20000,1059.0,0,19,7,2,0,2,1
28,108041,60.0,5600,1398.0,0,5,7,1,0,2,1
32,108202,60.0,9600,1379.0,0,9,6,3,0,2,1
35,108717,90.0,16000,699.0,0,15,5,0,0,0,0
27,108928,90.0,17600,788.0,0,16,8,1,0,0,0
27,39000,40.0,2000,1607.0,0,5,7,1,3,3,0
27,109000,70.0,3950,603.0,0,4,7,1,0,0,0
34,109000,140.0,15000,1361.0,0,14,7,2,2,2,1
33,109000,40.0,18400,1241.0,0,17,8,4,0,2,1
29,82450,110.0,7500,145.0,1,8,9,3,0,4,0
27,97000,40.0,8275,1059.0,1,9,5,4,0,2,1
34,109200,180.0,6000,1223.0,0,5,9,5,0,2,1
28,109200,120.0,8000,1112.0,0,7,6,4,0,1,0
32,109488,160.0,12000,1209.0,0,11,8,2,0,2,0
32,29000,0.0,2000,849.0,0,7,8,4,2,0,0
34,109800,120.0,10000,1099.0,0,9,8,0,0,1,0
27,39600,40.0,2000,79.0,0,5,6,0,3,0,0
27,110000,110.0,3600,603.0,0,3,5,2,0,0,0
29,110000,60.0,5000,991.0,0,5,9,3,0,1,0
35,110000,70.0,9000,1171.0,0,8,9,0,0,1,0
27,110000,0.0,16000,79.0,0,15,7,1,0,0,0
27,33600,110.0,15000,579.0,1,45,8,0,3,0,0
28,110000,120.0,6000,603.0,0,5,5,3,0,0,0
28,110000,0.0,6000,1065.0,0,5,8,2,0,1,0
27,40800,30.0,2000,749.0,0,5,9,5,3,0,0
27,41000,20.0,2000,1527.0,0,5,7,0,3,2,1
33,42000,0.0,2000,1465.0,0,5,10,0,3,2,0
28,110000,120.0,17000,603.0,0,15,7,5,0,0,0
30,110000,140.0,10000,1065.0,0,9,8,5,0,1,0
35,110000,70.0,10200,542.0,0,9,6,1,0,0,0
28,42000,30.0,2000,1149.0,0,5,5,0,3,1,0
32,110000,50.0,10000,1099.0,0,9,9,1,0,1,0
30,98000,140.0,9000,1149.0,1,9,5,1,0,1,0
30,98000,60.0,35000,1059.0,1,36,8,2,0,1,0
30,110000,80.0,4800,599.0,0,4,5,3,0,0,0
30,98000,30.0,5200,1649.0,1,5,6,0,0,3,0
31,110000,40.0,6000,1199.0,0,5,7,0,0,1,0
29,98000,20.0,7925,1059.0,1,8,9,2,0,1,0
33,110000,100.0,18000,699.0,0,16,9,3,0,0,0
30,44000,0.0,2000,729.0,0,5,8,3,3,0,0
30,110000,0.0,12000,1074.0,0,11,8,4,0,1,0
34,110000,20.0,10000,729.0,0,9,10,3,0,0,0
27,110000,80.0,30000,1111.0,0,27,6,5,0,1,0
32,110000,20.0,5600,1074.0,0,5,7,5,0,1,0
27,28800,0.0,13000,692.0,0,45,10,2,2,0,0
32,110000,160.0,6700,692.0,0,6,7,2,0,0,0
30,110000,0.0,6000,692.0,0,5,8,3,0,0,0
28,110000,10.0,5000,1751.0,0,5,10,2,2,4,0
27,110000,0.0,10000,1037.0,0,9,9,3,0,1,0
28,110000,30.0,11000,579.0,0,1,7,5,0,0,0
28,110000,120.0,15000,100.0,0,14,10,5,0,1,0
29,110000,110.0,12000,1037.0,0,11,10,5,0,1,0
30,110000,40.0,12000,1074.0,0,11,8,3,0,1,0
30,110000,140.0,25000,1036.0,0,23,8,0,0,1,0
30,46080,0.0,2000,699.0,0,4,8,4,3,0,0
28,110000,80.0,15000,654.0,0,14,6,2,0,0,0
33,46800,90.0,2000,1465.0,0,4,6,3,3,2,0
32,110000,30.0,9200,579.0,0,8,10,3,0,0,0
29,47340,50.0,2000,999.0,0,4,6,0,3,1,0
33,110000,20.0,5000,751.0,0,5,7,3,0,0,0
27,110000,0.0,25000,1632.0,0,23,7,5,2,3,1
30,110000,50.0,25000,1112.0,0,23,9,5,0,1,0
28,110000,120.0,3500,1149.0,0,3,10,2,0,1,0
31,48000,110.0,2000,1065.0,0,4,6,3,3,1,0
32,42000,0.0,2000,1562.0,1,5,6,1,3,3,0
29,110000,10.0,12800,1682.0,0,12,6,1,0,4,0
28,110000,70.0,10750,1186.0,0,1,9,2,0,1,0
30,110000,150.0,12000,1361.0,0,11,10,4,0,2,0
28,110000,120.0,4800,751.0,0,4,9,0,0,0,0
28,42000,40.0,2000,1496.0,1,5,6,0,3,3,1
28,48000,90.0,2000,768.0,0,4,7,1,3,0,0
29,110000,0.0,8500,751.0,0,8,10,1,0,0,0
27,83300,30.0,12000,1521.0,1,12,6,3,0,3,0
27,48192,120.0,2000,766.0,0,4,9,0,3,0,0
27,50000,0.0,2000,1099.0,0,4,5,5,3,1,0
30,50000,20.0,2000,1479.0,0,4,10,5,3,2,0
27,44000,20.0,2000,1149.0,1,5,10,3,3,1,0
33,110000,70.0,23800,1025.0,0,22,5,3,0,1,0
34,50000,50.0,2000,1148.0,0,4,5,2,3,1,0
32,110000,0.0,23000,1148.0,0,21,9,5,0,1,0
35,110000,30.0,10000,859.0,0,9,6,2,0,0,0
31,110000,0.0,5000,1426.0,0,5,10,2,0,2,0
30,110000,140.0,12000,1357.0,0,11,7,5,2,2,1
32,110000,160.0,9000,1148.0,0,8,10,1,2,1,0
31,34000,90.0,15000,988.0,1,44,6,5,3,1,0
27,110000,30.0,4800,774.0,0,4,7,3,0,0,0
28,110000,10.0,12000,894.0,0,11,10,1,0,0,0
29,35000,10.0,15000,79.0,1,43,10,5,3,0,0
31,110000,50.0,5000,1496.0,0,5,9,5,0,3,1
34,35000,20.0,15000,1099.0,1,43,10,4,3,1,0
29,110000,0.0,15000,894.0,0,14,7,5,0,0,0
31,35000,40.0,15000,1311.0,1,43,9,3,3,2,0
31,110000,20.0,6000,74.0,0,5,6,3,0,0,0
29,35000,40.0,15000,1322.0,1,43,5,0,3,2,0
28,110000,0.0,15000,1632.0,0,14,5,5,0,4,1
28,110000,120.0,5000,963.0,0,5,9,4,0,0,0
29,83300,50.0,5000,1695.0,1,5,6,3,0,4,1
32,98000,160.0,15000,1095.0,1,15,5,0,0,1,0
35,110000,40.0,4000,1379.0,0,4,6,3,0,2,0
29,30000,10.0,15000,164.0,1,5,10,0,3,4,0
34,110000,150.0,6000,945.0,0,5,6,1,0,1,0
31,110000,20.0,6000,951.0,0,5,9,0,0,1,0
27,110000,40.0,2500,807.0,0,2,6,4,0,0,0
29,110004,130.0,12000,1036.0,0,11,6,3,0,1,0
27,110004,50.0,25000,1273.0,0,23,6,4,0,2,1
28,110244,30.0,18000,1217.0,0,16,10,2,0,3,0
33,36700,70.0,15000,1114.0,1,41,10,4,3,1,0
32,37000,10.0,15000,962.0,1,41,10,3,3,1,0
32,110888,0.0,10400,991.0,0,9,6,3,0,1,0
32,37000,0.0,15000,1062.0,1,41,8,5,3,1,0
31,111000,30.0,5150,662.0,0,5,6,2,0,0,0
29,37200,10.0,15000,603.0,1,4,10,3,3,0,0
27,37440,50.0,15000,79.0,1,4,8,4,3,0,0
30,37600,20.0,15000,1306.0,1,4,7,3,3,2,1
30,28000,140.0,14400,1218.0,0,51,5,3,2,1,0
29,111740,40.0,5000,1427.0,0,4,6,4,0,2,1
29,38000,130.0,15000,691.0,1,39,8,0,3,0,0
34,111996,110.0,3000,774.0,0,3,10,0,0,0,0
27,38004,50.0,15000,1273.0,1,39,10,1,3,2,0
33,38016,100.0,15000,617.0,1,39,9,1,3,0,0
27,112000,120.0,15000,1349.0,0,13,8,1,0,2,0
30,112000,40.0,8000,1602.0,0,7,10,4,0,3,1
32,112000,40.0,14000,963.0,0,13,9,1,0,1,0
27,112000,50.0,8000,617.0,0,7,8,4,0,0,0
28,112000,90.0,15000,1112.0,0,13,7,2,0,1,0
29,112000,30.0,25000,1461.0,0,22,5,4,0,3,0
27,112000,90.0,13000,1357.0,0,12,10,1,0,2,0
34,112123,20.0,12800,894.0,0,11,6,1,0,0,0
27,40000,0.0,15000,691.0,1,38,10,3,3,0,0
28,112200,100.0,6800,579.0,0,6,5,5,0,0,0
32,112445,40.0,6000,542.0,0,5,10,0,0,0,0
33,40000,150.0,15000,988.0,1,38,5,4,3,1,0
27,112500,40.0,10400,1562.0,0,9,6,2,0,3,1
29,112500,110.0,3000,1335.0,0,3,10,1,0,2,0
27,34000,0.0,15000,1635.0,1,44,10,1,3,4,1
33,112732,50.0,5000,1269.0,0,4,5,4,2,1,0
27,112921,110.0,19000,1635.0,0,17,10,2,0,4,0
29,112992,130.0,8000,749.0,0,7,8,0,0,0,0
32,40277,50.0,15000,1171.0,1,37,8,3,3,1,0
28,40500,90.0,15000,788.0,1,37,5,0,3,0,0
27,113000,50.0,6425,603.0,0,6,7,0,0,0,0
33,113000,150.0,5000,1349.0,0,4,9,3,0,2,1
28,27600,20.0,6000,89.0,0,22,8,2,2,0,0
27,41000,60.0,15000,849.0,1,37,8,1,3,0,0
27,41000,0.0,15000,1148.0,1,37,8,3,3,1,0
27,36000,110.0,15000,1677.0,1,42,9,2,3,3,0
32,113000,0.0,15000,1568.0,0,13,5,2,0,4,1
27,113004,110.0,15000,894.0,0,13,8,5,0,0,0
28,113300,120.0,18000,1299.0,0,16,6,5,0,2,0
29,42000,50.0,15000,1099.0,1,36,9,4,3,1,0
27,113400,60.0,2100,1199.0,0,2,7,5,2,1,0
34,113500,40.0,3000,639.0,0,3,8,2,2,0,0
27,113800,30.0,7500,863.0,0,7,10,3,0,0,0
33,114000,0.0,16000,1677.0,0,14,5,1,0,3,0
34,102000,0.0,7200,1349.0,1,7,5,2,0,2,0
28,114000,120.0,8000,1864.0,0,7,10,5,0,4,0
30,114000,140.0,7200,603.0,0,6,8,3,0,0,0
28,114000,130.0,26000,849.0,0,23,5,2,0,0,0
30,114000,130.0,9975,542.0,0,9,10,0,0,0,0
28,27504,40.0,2000,1112.0,0,7,8,4,2,1,0
35,114000,110.0,7000,1149.0,0,6,10,1,0,1,0
27,114000,70.0,20000,1306.0,0,18,8,1,0,2,1
32,27500,10.0,5000,1459.0,0,18,10,5,2,3,1
32,86700,160.0,20000,1474.0,1,2,9,3,0,3,0
33,114000,20.0,21000,1316.0,0,18,9,0,0,2,0
28,114400,0.0,12000,729.0,0,1,6,4,0,0,0
33,114400,30.0,20000,1348.0,0,17,5,4,0,2,0
30,114400,140.0,8000,894.0,0,7,7,5,0,0,0
29,42500,90.0,15000,788.0,1,35,7,5,3,0,0
33,114996,0.0,7450,1171.0,0,6,5,4,0,1,0
31,114996,80.0,15000,692.0,0,13,8,0,0,0,0
32,103000,0.0,33000,1864.0,1,32,6,4,0,4,0
33,115000,30.0,14000,603.0,0,12,8,4,0,0,0
28,115000,120.0,22000,751.0,0,19,7,1,0,0,0
27,115000,110.0,14400,1269.0,0,13,6,4,0,1,0
29,115000,40.0,22000,1269.0,0,19,10,5,0,1,0
29,44000,0.0,15000,1186.0,1,34,9,4,3,1,0
31,115000,150.0,10000,1242.0,0,9,6,3,0,1,0
27,44000,20.0,15000,1148.0,1,34,5,3,3,1,0
32,44400,50.0,15000,1649.0,1,34,5,5,3,3,1
28,115000,110.0,5000,751.0,0,4,8,2,0,0,0
32,44400,130.0,15000,788.0,1,34,9,3,3,0,0
29,115000,130.0,5000,603.0,0,4,9,0,0,0,0
32,115000,0.0,7200,79.0,0,6,10,2,0,0,0
27,115000,20.0,1000,599.0,0,1,8,3,0,0,0
33,115000,10.0,16800,542.0,0,15,6,0,0,0,0
28,115000,20.0,18000,1059.0,0,16,10,4,0,1,0
33,115000,60.0,10500,1349.0,0,9,9,3,0,2,0
27,115000,10.0,5000,849.0,0,4,6,0,0,0,0
28,115000,30.0,25000,749.0,0,22,6,2,0,0,0
29,115000,30.0,22000,1523.0,0,19,7,3,0,2,1
29,115000,70.0,8100,1649.0,0,7,10,1,0,3,1
29,115000,120.0,35000,1528.0,0,3,5,1,2,3,1
29,115000,100.0,5600,1343.0,0,5,8,5,0,2,1
28,115000,30.0,4500,1268.0,0,4,7,4,0,2,0
27,115000,0.0,12000,729.0,0,1,6,1,0,0,0
28,103000,120.0,20000,1417.0,1,19,9,2,0,2,1
28,115000,120.0,18000,1037.0,0,16,7,0,0,1,0
33,39000,40.0,15000,1756.0,1,38,5,0,3,4,1
34,115000,110.0,6000,579.0,0,5,9,3,0,0,0
31,115000,40.0,6500,1398.0,0,6,9,5,0,2,0
27,115000,110.0,8000,751.0,0,7,7,3,0,0,0
33,115000,100.0,25000,1186.0,0,22,8,3,0,1,0
35,115000,40.0,7200,1385.0,0,6,10,2,0,2,1
29,115000,30.0,4000,1348.0,0,3,10,0,0,2,0
28,115000,120.0,16000,1385.0,0,14,8,5,0,2,1
27,115000,30.0,6300,676.0,0,5,10,1,0,0,0
27,27000,10.0,6000,80.0,0,22,6,5,2,0,0
33,115000,20.0,14400,1114.0,0,13,5,5,2,1,0
27,115000,40.0,9600,1287.0,0,8,9,3,0,2,0
29,115000,110.0,20000,1379.0,0,17,6,1,0,2,1
32,115000,30.0,20000,1695.0,0,17,7,1,0,4,1
28,115000,60.0,10000,80.0,0,9,8,2,0,0,0
32,45400,40.0,15000,1218.0,1,33,6,4,3,1,0
34,45600,60.0,15000,1148.0,1,33,9,0,3,1,0
29,115742,130.0,7000,662.0,0,6,8,4,0,0,0
27,115752,60.0,10000,1136.0,0,9,7,0,0,1,0
27,116000,110.0,18000,749.0,0,16,10,0,0,0,0
28,116000,70.0,12000,1349.0,0,1,6,5,2,2,1
27,116000,30.0,6000,729.0,0,5,7,3,2,0,0
28,116000,120.0,14000,751.0,0,12,6,5,0,0,0
32,116000,150.0,21600,1062.0,0,19,9,1,0,1,0
28,116000,100.0,25000,1218.0,0,22,10,3,0,1,0
27,29040,110.0,1800,1323.0,1,6,5,0,3,2,1
33,116000,50.0,15000,1284.0,0,13,7,1,0,2,0
33,116004,120.0,8200,1385.0,0,7,9,3,0,2,0
31,116004,130.0,6775,859.0,0,6,10,3,0,0,0
29,33048,20.0,1800,1253.0,0,5,8,3,3,2,0
32,104400,170.0,24000,89.0,1,23,5,0,0,0,0
35,26400,190.0,6600,599.0,0,25,8,5,2,0,0
30,116500,90.0,15000,1479.0,0,13,7,0,0,2,1
29,35000,120.0,1800,542.0,0,5,7,0,3,0,0
29,117000,140.0,7800,89.0,0,7,8,5,0,0,0
33,117000,170.0,20000,617.0,0,17,6,2,0,0,0
31,117000,50.0,3600,691.0,0,3,5,2,0,0,0
34,36129,30.0,1800,1422.0,0,5,9,0,3,2,1
30,117500,0.0,13500,849.0,0,11,7,1,0,0,0
29,117500,10.0,20000,617.0,0,17,9,5,2,0,0
30,117500,30.0,17500,737.0,0,15,6,4,0,0,0
31,117516,30.0,21000,1349.0,0,18,5,3,0,2,0
29,117600,130.0,14400,1299.0,0,12,6,0,0,2,1
33,26400,130.0,7000,1136.0,0,27,9,5,2,1,0
27,117832,40.0,12500,617.0,0,11,7,2,0,0,0
27,117996,40.0,16000,79.0,0,14,10,0,0,0,0
31,118000,80.0,6000,1269.0,0,5,9,3,0,1,0
27,118000,30.0,10000,617.0,0,8,6,4,0,0,0
30,118000,0.0,5000,1392.0,0,4,9,4,0,2,1
29,118374,130.0,3500,1349.0,0,3,6,5,0,2,1
29,118400,110.0,35000,79.0,0,3,8,1,0,0,0
27,118500,40.0,15000,691.0,0,13,9,0,0,0,0
28,48000,50.0,15000,1199.0,1,31,7,4,3,1,0
34,26000,70.0,6000,1242.0,0,23,8,2,2,1,0
28,119000,20.0,5325,1038.0,0,4,7,3,0,1,0
30,119000,140.0,25000,1273.0,0,21,8,4,0,2,1
29,26000,50.0,4500,1171.0,0,17,5,5,2,1,0
32,119000,120.0,18000,1099.0,0,15,7,4,0,1,0
27,119000,50.0,5000,751.0,0,4,5,1,2,0,0
32,119000,100.0,9000,1347.0,0,8,7,3,0,2,0
27,107450,110.0,24000,2086.0,1,22,10,4,0,6,1
29,119500,60.0,6800,1316.0,0,6,10,2,0,2,1
29,119604,0.0,5000,932.0,0,4,5,0,0,0,0
30,119700,20.0,9500,894.0,0,8,10,2,0,0,0
33,120000,30.0,14050,89.0,0,12,7,1,0,0,0
32,120000,30.0,8000,89.0,0,7,6,0,0,0,0
27,120000,20.0,17000,603.0,0,14,5,1,0,0,0
34,26000,0.0,3000,849.0,0,12,9,3,2,0,0
28,26000,30.0,2500,749.0,0,1,8,2,2,0,0
29,48000,20.0,15000,1136.0,1,31,8,4,3,1,0
29,120000,110.0,16000,1242.0,0,13,9,5,0,1,0
29,120000,20.0,35000,89.0,0,29,7,1,0,0,0
29,120000,80.0,28000,79.0,0,23,8,3,0,0,0
29,120000,30.0,20000,1171.0,0,17,5,1,0,1,0
29,42000,0.0,15000,1425.0,1,36,9,4,3,4,0
28,48500,0.0,15000,1299.0,1,31,7,3,3,2,1
28,48500,40.0,15000,1287.0,1,31,8,4,3,2,1
27,120000,110.0,20000,1065.0,0,17,8,1,0,1,0
29,120000,120.0,12000,1065.0,0,1,9,5,0,1,0
30,48564,30.0,15000,1075.0,1,31,9,5,3,1,0
27,120000,40.0,15000,1349.0,0,13,6,0,0,2,1
30,43992,20.0,15000,1324.0,1,34,7,4,3,3,0
33,120000,140.0,2000,1269.0,0,2,9,5,0,1,0
27,50000,30.0,15000,1677.0,0,3,5,5,3,3,0
29,120000,10.0,5000,991.0,0,4,7,5,0,1,0
29,120000,20.0,6900,1065.0,0,6,6,2,0,1,0
27,120000,0.0,10000,662.0,0,8,10,2,0,0,0
31,120000,0.0,12000,603.0,0,1,6,5,0,0,0
30,120000,150.0,11000,603.0,0,9,5,1,0,0,0
34,120000,0.0,7100,89.0,0,6,8,3,0,0,0
31,120000,60.0,28000,89.0,0,23,9,3,0,0,0
27,120000,0.0,7000,749.0,0,6,9,4,0,0,0
28,120000,70.0,5000,1065.0,0,4,6,5,2,1,0
32,120000,70.0,28250,1677.0,0,24,9,4,0,3,1
34,120000,20.0,4200,1269.0,0,4,6,1,0,1,0
29,120000,70.0,20000,1242.0,0,17,6,0,0,1,0
34,25800,180.0,10000,894.0,0,39,9,1,2,0,0
28,50000,40.0,15000,749.0,0,3,6,4,3,0,0
27,120000,110.0,4800,1099.0,0,4,10,3,2,1,0
34,120000,40.0,7800,1099.0,0,7,9,5,2,1,0
30,120000,30.0,6000,1099.0,0,5,7,4,0,1,0
30,120000,120.0,7200,999.0,0,6,9,0,0,1,0
28,120000,30.0,14500,542.0,0,12,8,3,0,0,0
27,120000,30.0,14000,1199.0,0,12,10,4,0,1,0
32,108000,130.0,8400,1599.0,1,8,7,0,0,3,0
30,44000,40.0,15000,654.0,1,34,5,0,3,0,0
29,120000,100.0,18000,1149.0,0,15,10,4,2,1,0
28,91800,60.0,10000,1689.0,1,9,8,3,0,3,1
31,120000,150.0,7500,1099.0,0,6,9,4,0,1,0
27,120000,110.0,8000,599.0,0,7,6,4,0,0,0
30,120000,80.0,3000,1149.0,0,3,8,2,0,1,0
31,120000,80.0,20000,749.0,0,17,6,1,0,0,0
28,120000,40.0,8000,1562.0,0,7,7,4,0,3,0
30,120000,30.0,15000,1099.0,0,13,6,2,0,1,0
31,108000,110.0,35000,1349.0,1,32,10,0,0,2,0
27,50000,10.0,15000,1316.0,0,3,9,5,3,2,0
34,50000,0.0,15000,1272.0,0,3,9,2,3,2,1
35,120000,40.0,8850,1099.0,0,7,7,3,0,1,0
33,120000,60.0,4500,599.0,0,4,5,3,0,0,0
28,50000,10.0,15000,1028.0,0,3,5,1,3,2,0
32,120000,0.0,6600,749.0,0,6,7,2,0,0,0
27,120000,100.0,7000,599.0,0,6,5,0,0,0,0
29,120000,40.0,7000,849.0,0,6,7,5,2,0,0
28,120000,110.0,14400,1074.0,0,12,10,1,0,1,0
30,120000,140.0,10000,1306.0,0,8,8,5,2,2,1
33,120000,40.0,6000,692.0,0,5,8,4,0,0,0
29,120000,50.0,8000,1111.0,0,7,10,3,2,1,0
33,120000,30.0,14000,729.0,0,12,8,3,0,0,0
29,120000,80.0,5000,542.0,0,4,9,0,0,0,0
30,120000,60.0,9600,766.0,0,8,9,3,0,0,0
28,120000,110.0,5000,1306.0,0,4,5,2,0,2,0
28,120000,120.0,10000,542.0,0,8,6,1,0,0,0
32,50880,60.0,15000,2025.0,0,29,5,4,3,5,1
34,120000,100.0,20000,1037.0,0,17,10,1,0,1,0
27,120000,110.0,18000,1074.0,0,15,6,2,0,1,0
30,120000,90.0,18400,963.0,0,15,9,0,0,1,0
29,25000,80.0,6500,1349.0,0,26,9,3,2,2,0
29,25000,50.0,10000,1349.0,0,4,5,3,2,2,1
28,91800,40.0,20000,1528.0,1,19,6,3,0,3,0
30,120000,120.0,6000,542.0,0,5,9,1,0,0,0
30,120000,30.0,8000,1037.0,0,7,9,1,0,1,0
33,120000,170.0,15000,579.0,0,13,9,4,0,0,0
27,51395,110.0,15000,1099.0,0,29,6,5,3,1,0
29,120000,110.0,5000,1409.0,0,4,6,0,2,3,1
27,120000,110.0,8000,1261.0,0,7,9,4,0,2,0
34,120000,40.0,16800,691.0,0,14,6,3,0,0,0
30,120000,10.0,4800,1036.0,0,4,8,1,0,1,0
29,120000,130.0,10000,617.0,0,8,8,5,0,0,0
28,120000,50.0,22000,1372.0,0,18,6,3,0,2,1
34,108000,40.0,25000,2003.0,1,23,8,0,0,6,0
27,120000,20.0,7000,714.0,0,6,10,1,0,0,0
33,120000,10.0,6000,714.0,0,5,10,1,2,0,0
31,120000,60.0,25000,1632.0,0,21,7,4,0,3,1
30,120000,60.0,14000,788.0,0,12,6,1,0,0,0
32,120000,160.0,5600,1075.0,0,5,10,2,0,1,0
28,120000,10.0,3600,1484.0,0,3,9,4,2,3,0
